"depth","Self","Total","Child","MPI","Overhead","Regions","Function"
"0","<0.1%","<0.1%","<0.1%","","","","mfem::QuadratureInterpolator::Values(mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","<0.1%","","","","","mfem::L2_FECollection::FiniteElementForGeometry(mfem::Geometry::Type) const"
"0","<0.1%","<0.1%","","","","","mfem::H1_FECollection::FiniteElementForGeometry(mfem::Geometry::Type) const"
"0","<0.1%","<0.1%","","","","","mfem::Vector::Neg()"
"0","<0.1%","<0.1%","<0.1%","","","","<unknown>"
"0","<0.1%","0.3%","0.3%","0.2%","","","mfem::hydrodynamics::LagrangianHydroOperator::GetTimeStepEstimate(mfem::Vector const&) const"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","mfem::hydrodynamics::LagrangianHydroOperator::InternalEnergy(mfem::ParGridFunction const&) const"
"0","<0.1%","<0.1%","<0.1%","","","","mfem::hydrodynamics::LagrangianHydroOperator::PrintTimingData(bool, int, bool) const"
"0","<0.1%","<0.1%","<0.1%","","","","std::ostream::flush()"
"0","<0.1%","<0.1%","<0.1%","","","","fflush"
"0","<0.1%","0.1%","0.1%","0.1%","","","mfem::ParFiniteElementSpace::ParFiniteElementSpace(mfem::ParMesh*, mfem::FiniteElementCollection const*, int, int)"
"0","<0.1%","0.1%","0.1%","0.1%","","","mfem::ParFiniteElementSpace::ParInit(mfem::ParMesh*)"
"0","<0.1%","0.1%","0.1%","0.1%","","","mfem::ParFiniteElementSpace::GenerateGlobalOffsets() const"
"0","<0.1%","0.1%","0.1%","0.1%","","","mfem::ParMesh::GenerateOffsets(int, int*, mfem::Array<int>**) const"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","mfem::ParMesh::ParMesh(ompi_communicator_t*, mfem::Mesh&, int*, int)"
"0","<0.1%","<0.1%","<0.1%","","","","mfem::Mesh::GeneratePartitioning(int, int)"
"0","<0.1%","<0.1%","<0.1%","","","","METIS_PartGraphKway"
"0","<0.1%","<0.1%","<0.1%","","","","libmetis__MlevelKWayPartitioning"
"0","<0.1%","<0.1%","<0.1%","","","","libmetis__InitKWayPartitioning"
"0","<0.1%","<0.1%","<0.1%","","","","METIS_PartGraphRecursive"
"0","<0.1%","<0.1%","<0.1%","","","","libmetis__MlevelRecursiveBisection"
"0","<0.1%","<0.1%","<0.1%","","","","libmetis__MultilevelBisect"
"0","<0.1%","<0.1%","<0.1%","","","","libmetis__Init2WayPartition"
"0","<0.1%","<0.1%","<0.1%","","","","libmetis__GrowBisection"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","mfem::GroupTopology::Create(mfem::ListOfIntegerSets&, int)"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","mfem::ParFiniteElementSpace::GetEssentialTrueDofs(mfem::Array<int"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","mfem::ParFiniteElementSpace::GetRestrictionMatrix() const"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","mfem::ParFiniteElementSpace::Build_Dof_TrueDof_Matrix() const"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","mfem::HypreParMatrix::HypreParMatrix(ompi_communicator_t*, int, int, int*, int*, int*, int*, int*, int*, int*, int)"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","hypre_MatvecCommPkgCreate"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","hypre_ParCSRCommPkgCreateApart"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","hypre_DataExchangeList"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","hypre_MPI_Iprobe"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","hypre_ParCSRMatrixSetNumNonzeros_core"
"0","<0.1%","98.9%","98.9%","97.5%","","","mfem::hydrodynamics::LagrangianHydroOperator::Mult(mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","mfem::hydrodynamics::LagrangianHydroOperator::LagrangianHydroOperator(int, mfem::ParFiniteElementSpace&, mfem::ParFiniteElementSpace&, mfem::Array<int"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","mfem::hydrodynamics::LagrangianHydroOperator::KineticEnergy(mfem::ParGridFunction const&) const"
