"depth","Self","Total","Child","MPI","Overhead","Regions","Function"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","bas_rtdb_do_load"
"0","<0.1%","0.1%","0.1%","","","","_my_malloc [inlined]"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","context_rtdb_match_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","rtdb_get_info"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","bas_name_exist_rtdb"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","bas_rtdb_in"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","dft_pstat_init"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","util_print_rtdb_load"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","int_init"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","int_init_org"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","texas_init_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","txsarrag_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","texas_input_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","txs_initial_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","exact_mem"
"0","<0.1%","<0.1%","<0.1%","","","","spcart_init_"
"0","<0.1%","<0.1%","<0.1%","","","","xlm_ptrsinv_"
