"depth","Self","Total","Child","MPI","Overhead","Regions","Function"
"0","<0.1%","<0.1%","<0.1%","","","","mfem::StopWatch::Stop()"
"0","<0.1%","<0.1%","","","","","mfem::Mesh::NewNodes(mfem::GridFunction&, bool)"
"0","<0.1%","<0.1%","","<0.1%","","","MPI_Waitany@plt"
"0","<0.1%","<0.1%","<0.1%","","","","mfem::hydrodynamics::ForcePAOperator::Mult(mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","<0.1%","<0.1%","","","","mfem::FiniteElementSpace::GetOrder(int) const"
"0","<0.1%","<0.1%","","","","","mfem::ScalarFiniteElement::GetTensorDofToQuad(mfem::TensorBasisElement const&, mfem::IntegrationRule const&, mfem::DofToQuad::Mode) const"
"0","<0.1%","<0.1%","","","","","mfem::Vector::Min() const"
"0","<0.1%","0.3%","0.3%","","","","mfem::MassIntegrator::AddMultPA(mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","<0.1%","","<0.1%","","","MPI_Reduce"
"0","<0.1%","99.4%","99.4%","97.9%","","","mfem::RK4Solver::Step(mfem::Vector&, double&, double&)"
"0","<0.1%","<0.1%","<0.1%","","","","mfem::StopWatch::Start()"
"0","<0.1%","<0.1%","","","","","mfem::hydrodynamics::LagrangianHydroOperator::UpdateQuadratureData(mfem::Vector const&) const"
"0","<0.1%","<0.1%","","","","","mfem::Array<int>::operator=(mfem::Array<int"
"0","<0.1%","<0.1%","","<0.1%","","","PMPI_Comm_rank"
"0","<0.1%","<0.1%","","","","","mfem::Vector::SetSubVector(mfem::Array<int"
"0","<0.1%","<0.1%","","<0.1%","","","MPI_Waitall@plt"
"0","<0.1%","<0.1%","","","","","memmove@plt"
"0","<0.1%","<0.1%","","","","","memmove"
"0","<0.1%","<0.1%","","","","","mfem::H1_FECollection::FiniteElementForGeometry(mfem::Geometry::Type) const"
"0","<0.1%","<0.1%","","","","","mfem::FiniteElementSpace::GetFE(int) const"
"0","<0.1%","0.2%","0.2%","","","","void mfem::hydrodynamics::QKernel<3, 4>(int, int, bool, bool, double, double, double, double, mfem::ParGridFunction const&, mfem::Array<double"
"0","<0.1%","<0.1%","","","","","frexp"
"0","<0.1%","<0.1%","","","","","hypot@plt"
"0","<0.1%","<0.1%","","","","","mfem::ParGridFunction::~ParGridFunction()"
"0","<0.1%","<0.1%","<0.1%","","","","mfem::ParGridFunction::MakeRef(mfem::ParFiniteElementSpace*, mfem::Vector&, int)"
"0","<0.1%","<0.1%","","<0.1%","","","MPI_Iprobe"
"0","<0.1%","<0.1%","<0.1%","","","","std::ostream::flush()"
"0","<0.1%","<0.1%","<0.1%","","","","fflush"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","mfem::hydrodynamics::LagrangianHydroOperator::InternalEnergy(mfem::ParGridFunction const&) const"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","mfem::ParFiniteElementSpace::ParFiniteElementSpace(mfem::ParMesh*, mfem::FiniteElementCollection const*, int, int)"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","mfem::ParFiniteElementSpace::ParInit(mfem::ParMesh*)"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","mfem::ParFiniteElementSpace::GenerateGlobalOffsets() const"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","mfem::ParMesh::GenerateOffsets(int, int*, mfem::Array<int>**) const"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","mfem::hydrodynamics::LagrangianHydroOperator::LagrangianHydroOperator(int, mfem::ParFiniteElementSpace&, mfem::ParFiniteElementSpace&, mfem::Array<int"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","mfem::ParFiniteElementSpace::GetEssentialTrueDofs(mfem::Array<int"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","mfem::ParFiniteElementSpace::Synchronize(mfem::Array<int>&) const"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","void mfem::GroupCommunicator::ReduceEnd<int>(int*, int, void (*)(mfem::GroupCommunicator::OpData<int>)) const"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","mfem::hydrodynamics::LagrangianHydroOperator::KineticEnergy(mfem::ParGridFunction const&) const"
"0","<0.1%","99.4%","99.4%","97.9%","","","mfem::hydrodynamics::LagrangianHydroOperator::Mult(mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","4.0%","4.0%","3.8%","","","mfem::hydrodynamics::LagrangianHydroOperator::SolveEnergy(mfem::Vector const&, mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","<0.1%","<0.1%","","","","mfem::hydrodynamics::MassPAOperator::SetEssentialTrueDofs(mfem::Array<int>&)"
"0","<0.1%","<0.1%","<0.1%","","","","mfem::QuadratureInterpolator::Values(mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","0.2%","0.2%","0.1%","","","mfem::hydrodynamics::LagrangianHydroOperator::GetTimeStepEstimate(mfem::Vector const&) const"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","mfem::ParMesh::ParMesh(ompi_communicator_t*, mfem::Mesh&, int*, int)"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","mfem::GroupTopology::Create(mfem::ListOfIntegerSets&, int)"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","mfem::ParFiniteElementSpace::Build_Dof_TrueDof_Matrix() const"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","mfem::HypreParMatrix::HypreParMatrix(ompi_communicator_t*, int, int, int*, int*, int*, int*, int*, int*, int*, int)"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","hypre_MatvecCommPkgCreate"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","hypre_ParCSRCommPkgCreateApart"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","hypre_ParCSRCommPkgCreateApart_core"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","hypre_DataExchangeList"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","hypre_MPI_Iprobe"
